,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
2984,1,Private,115971,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
31295,2,Local-gov,344855,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,3,0,United-States,>50K
27436,2,Private,103474,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,2,United-States,<=50K
45197,3,Local-gov,101016,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,3,0,2,United-States,>50K
38864,3,Private,70668,10th,6,Never-married,Priv-house-serv,Other-relative,White,Female,0,0,2,United-States,<=50K
23848,2,Private,241928,HS-grad,9,Separated,Adm-clerical,Not-in-family,Black,Female,0,0,1,United-States,<=50K
21812,4,,194590,Assoc-voc,11,Widowed,,Not-in-family,White,Female,0,0,0,United-States,<=50K
47146,4,Self-emp-not-inc,98466,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,0,United-States,<=50K
38704,4,Local-gov,176839,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,<=50K
40051,2,Federal-gov,125933,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,4,2,United-States,<=50K
47157,2,Self-emp-not-inc,172822,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,1,0,2,United-States,<=50K
5545,0,Local-gov,38771,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,2,United-States,<=50K
45204,4,Private,179001,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,0,United-States,<=50K
3221,3,Local-gov,135102,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,3,2,United-States,<=50K
47479,3,Self-emp-not-inc,96459,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,2,4,United-States,>50K
25726,2,,387839,HS-grad,9,Never-married,,Other-relative,White,Female,0,0,2,United-States,<=50K
34580,0,Local-gov,185279,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,0,United-States,<=50K
41797,2,Private,328239,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,1,United-States,<=50K
3211,4,,29441,7th-8th,4,Widowed,,Not-in-family,White,Male,0,0,0,United-States,<=50K
33627,3,Private,158948,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,4,United-States,<=50K
20211,2,Private,178417,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K
27522,0,,220115,Some-college,10,Never-married,,Own-child,White,Male,0,0,0,United-States,<=50K
16162,1,Self-emp-not-inc,454915,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
28473,1,Private,373185,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,0,0,2,Mexico,<=50K
9501,4,Private,56009,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
11494,3,Federal-gov,307555,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,3,United-States,>50K
14971,2,Private,108103,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,3,United-States,<=50K
5711,2,Private,195258,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,>50K
11742,0,State-gov,159269,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,0,United-States,<=50K
6682,1,Private,154227,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
4850,4,Self-emp-not-inc,376973,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
48142,3,Federal-gov,107079,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
30975,2,Private,320451,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,3,2,Hong,>50K
10758,4,Private,236338,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,1,United-States,<=50K
3519,3,Private,52953,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,2,United-States,<=50K
26046,2,Private,90897,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Female,0,0,2,United-States,<=50K
36967,3,Private,169760,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,3,United-States,>50K
31905,0,Private,183824,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,1,United-States,<=50K
44862,1,Private,274577,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,2,United-States,<=50K
36473,1,Private,215423,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,0,United-States,<=50K
465,2,Private,126708,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,3,United-States,<=50K
38323,2,State-gov,87282,Assoc-voc,11,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,2,United-States,<=50K
41693,2,Private,112264,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
37616,2,Private,186790,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
12203,1,Private,34393,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
17692,3,Self-emp-inc,30575,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,4,United-States,>50K
22019,0,Private,47678,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,2,United-States,<=50K
10852,1,Private,154548,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
7984,2,Private,209547,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,3,3,United-States,>50K
13040,1,Private,190060,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,>50K
44933,4,Self-emp-not-inc,124256,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,3,1,United-States,<=50K
42010,4,Self-emp-not-inc,156797,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,4,0,3,United-States,>50K
17447,0,Private,152246,Some-college,10,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,0,2,Philippines,<=50K
12653,0,Private,181820,Some-college,10,Never-married,Farming-fishing,Unmarried,White,Male,0,0,2,United-States,<=50K
33221,2,Private,54038,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,3,0,United-States,>50K
20185,3,Federal-gov,380127,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
35148,2,Private,114753,Some-college,10,Widowed,Tech-support,Unmarried,White,Female,0,0,2,United-States,<=50K
34115,0,Private,47218,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Female,0,0,2,United-States,<=50K
11947,2,State-gov,117471,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
12223,0,Private,227411,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
33838,3,Private,167380,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
17370,2,Local-gov,267252,Masters,14,Separated,Exec-managerial,Unmarried,Black,Male,0,0,2,United-States,>50K
10986,2,Private,111499,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,3,4,United-States,>50K
7029,3,Private,145409,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,4,0,3,Canada,>50K
39853,3,Self-emp-not-inc,159399,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
43761,3,Local-gov,24366,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Male,0,0,2,United-States,<=50K
5407,1,Private,175614,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,2,United-States,>50K
45412,4,Private,74040,Bachelors,13,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Female,0,0,1,South,<=50K
5707,2,Local-gov,162506,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,<=50K
36399,1,Private,149531,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,2,United-States,<=50K
33029,1,Private,33117,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
19949,3,Private,50880,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,Germany,<=50K
16948,1,Private,29732,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,2,0,2,United-States,<=50K
17345,4,Private,209831,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,<=50K
31606,0,Private,160445,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
8919,2,Private,203943,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,1,United-States,>50K
13709,4,Private,33266,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,2,United-States,<=50K
8180,4,Private,94741,12th,8,Married-civ-spouse,Other-service,Wife,White,Female,0,0,1,United-States,<=50K
8489,0,Private,508548,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,3,United-States,<=50K
44370,1,Private,342458,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
11461,3,Private,548580,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,Guatemala,<=50K
38296,0,,201959,HS-grad,9,Never-married,,Own-child,Black,Male,0,0,2,United-States,<=50K
14068,4,Private,129836,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,0,United-States,<=50K
46435,2,Private,154714,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
44004,3,Self-emp-inc,167882,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Female,3,0,4,United-States,>50K
43007,2,Private,30126,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,>50K
25588,1,,138744,HS-grad,9,Never-married,,Own-child,White,Male,0,0,2,United-States,<=50K
35339,3,,104489,10th,6,Married-civ-spouse,,Husband,White,Male,0,0,2,United-States,<=50K
40048,4,Self-emp-not-inc,166894,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
25132,2,Local-gov,177599,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,1,United-States,<=50K
31874,1,Private,30290,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,2,United-States,<=50K
26800,1,Private,119793,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,,<=50K
20196,2,Self-emp-inc,50644,Assoc-acdm,12,Divorced,Sales,Unmarried,White,Female,1,0,2,United-States,<=50K
35859,4,Private,176079,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,4,0,1,United-States,>50K
21844,0,Private,39477,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Female,0,0,2,United-States,<=50K
42424,4,Private,442116,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
20019,4,Private,101500,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
29880,4,Private,142922,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
10146,2,Private,173968,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
31974,3,Private,310774,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,<=50K
23643,3,Private,302711,11th,7,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
2579,3,Private,188330,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,<=50K
32526,1,Private,211349,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
1599,0,Private,216129,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,3,United-States,<=50K
17933,2,Private,239397,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,Mexico,<=50K
27320,0,Private,148709,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,2,United-States,<=50K
23269,1,Private,297485,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,2,United-States,<=50K
30006,2,State-gov,24763,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2,2,United-States,>50K
14981,1,Private,193042,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
40602,0,,352430,11th,7,Never-married,,Own-child,White,Male,0,2,1,United-States,<=50K
40687,4,Private,201159,12th,8,Widowed,Machine-op-inspct,Other-relative,White,Female,0,0,3,United-States,<=50K
29502,0,Local-gov,476599,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
30912,3,Private,141727,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,1,0,2,United-States,<=50K
4215,3,,158352,Masters,14,Never-married,,Not-in-family,White,Female,3,0,1,United-States,>50K
41363,0,State-gov,52262,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,England,<=50K
12144,2,Private,240356,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,3,United-States,<=50K
9598,3,Private,172942,Some-college,10,Divorced,Other-service,Own-child,White,Male,0,0,1,United-States,<=50K
34399,1,Private,79586,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,2,Philippines,>50K
40740,1,Private,157612,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Female,0,0,3,United-States,<=50K
14871,2,Self-emp-not-inc,93793,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,>50K
19075,3,Private,193047,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
4252,1,Private,169104,Some-college,10,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
39168,2,Private,78529,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,3,United-States,<=50K
9317,1,Private,188246,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,0,0,2,United-States,<=50K
14825,1,Private,169544,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Male,0,0,2,United-States,<=50K
17016,2,Private,367049,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,2,0,2,United-States,<=50K
32310,0,,205939,Some-college,10,Never-married,,Own-child,White,Male,0,0,2,United-States,<=50K
37536,4,Private,143746,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,2,United-States,<=50K
41369,1,Private,66692,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
24271,4,Self-emp-not-inc,274451,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,1,United-States,>50K
41393,0,Private,152724,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Male,0,0,2,United-States,<=50K
13857,3,Private,52795,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,3,United-States,<=50K
12969,0,State-gov,241951,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
43856,3,Private,115971,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
45678,1,Local-gov,405284,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,1,United-States,>50K
7096,3,Private,170850,Bachelors,13,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,1,2,,<=50K
48188,0,Private,320615,7th-8th,4,Never-married,Craft-repair,Own-child,White,Male,0,0,1,United-States,<=50K
18115,1,State-gov,155397,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,<=50K
30172,1,Private,198613,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,1,United-States,<=50K
44284,1,Private,164193,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,2,United-States,<=50K
332,3,Private,178686,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,0,0,2,United-States,<=50K
19185,1,Private,171598,Bachelors,13,Married-spouse-absent,Sales,Not-in-family,White,Female,0,0,3,United-States,<=50K
9167,1,Self-emp-not-inc,97723,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
27722,3,Private,207277,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,2,United-States,>50K
11348,0,Private,132320,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,1,United-States,<=50K
30281,1,Private,183000,Prof-school,15,Never-married,Tech-support,Not-in-family,White,Male,0,0,3,United-States,<=50K
37602,3,Private,113211,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,4,0,2,United-States,>50K
34883,3,Private,232149,Bachelors,13,Divorced,Tech-support,Own-child,White,Female,0,0,2,United-States,<=50K
43888,1,Private,133292,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Male,0,0,2,United-States,<=50K
31863,2,Self-emp-not-inc,107762,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
16729,2,Private,77085,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,2,Japan,>50K
1232,1,Private,175034,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
29436,0,,25837,11th,7,Never-married,,Own-child,White,Male,0,0,4,United-States,<=50K
32213,1,Private,175710,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,1,,<=50K
32838,0,Private,220754,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,1,United-States,<=50K
4519,0,,189888,Assoc-acdm,12,Never-married,,Not-in-family,White,Male,0,0,3,United-States,<=50K
24637,0,Private,481175,Some-college,10,Never-married,Exec-managerial,Own-child,Other,Male,0,0,1,Peru,<=50K
25089,2,Private,176296,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,3,United-States,<=50K
48809,0,Private,242136,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Male,0,0,2,United-States,<=50K
6943,4,Private,102479,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
25922,1,Private,379412,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,2,United-States,<=50K
40900,1,Private,189922,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,3,United-States,>50K
5567,1,Private,303867,HS-grad,9,Separated,Transport-moving,Not-in-family,White,Male,0,0,2,United-States,<=50K
17901,4,Self-emp-inc,33725,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,>50K
35762,1,Private,129009,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,3,United-States,<=50K
45411,1,Private,104545,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,0,United-States,<=50K
19685,2,Private,147258,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
24971,1,Private,183898,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,1,0,2,United-States,<=50K
25384,0,Private,148294,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,1,United-States,<=50K
27583,0,Self-emp-not-inc,117210,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,3,United-States,<=50K
44837,0,Private,227548,12th,8,Married-civ-spouse,Other-service,Husband,Black,Male,1,0,2,United-States,<=50K
45727,2,Local-gov,104196,12th,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
42314,0,Private,434710,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,<=50K
